product_id,post_title,categories,upc,sku,ean,jan,isbn,mpn,location,quantity,model,manufacturer,images,"requires
shipping",regular_price,points,date_added,date_modified,date_available,weight,unit,length,width,height,"length
unit","status
enabled",tax_class_id,viewed,language_id,seo_keyword,post_excerpt,meta_description,tags,stock_status_id,store_ids,layout,related_ids,hola,sort_order,subtract,minimum
62,PL Album Elegado,,,7.18814E+11,,,,,,1,PL-Heritage Album,,718813801799.jpg,yes,1207,0,1/22/14 16:35,4/15/14 7:11,1/21/14,0,lb,0,0,0,in,TRUE,11,611,2,,"<p>American Crafts-Life Project Collection: D-Ring ‡lbum. Utilice este fant‡stico ‡lbum para almacenar todas sus fotos especiales y recuerdos de la familia! El ‡lbum est‡ dise–ado para sostener 12x12 p‡ginas pulgadas, ha reforzado las esquinas de metal; tiene un anillo en D enclavamiento-gancho-libre y cuenta con un soporte de metal de la etiqueta en el lomo. Este paquete contiene un ‡lbum 15x13x2-3/4 pulgadas. Seguros y libres de ‡cidos y de archivo. Dise–o: Heritage Edition. Importada.</p>
","Album, elegado","Album, elegado",5,0,,,,1,TRUE,1
63,PL Kit Basico - Elegado,project-life,,7.18814E+11,,,,,,3,PL-Heritage core kit,,718813801768.jpg,yes,1106,0,1/22/14 16:38,5/29/14 12:07,1/21/14,0,lb,0,0,0,in,TRUE,11,684,2,,"<p>American Crafts-Life Project Colecci—n: Kit Core. Vida del Proyecto es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin cola, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, adem‡s de recuerdos, que va a crecer m‡s profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera p‡gina (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho œltimas cartas p‡gina (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de t’tulo de 4x6 pulgadas. Edici—n: Heritage Edition. Gratuita y de calidad y archivo de ‡cido. Importada.</p>
","kit, elegado, basico","kit, elegado, basico",5,0,,,,1,TRUE,1
66,PL Kit  Basico - Miel,project-life,,7.18814E+11,,,,,,3,Project life-core kit- honey,,718813800396.jpg,yes,1050.84,0,1/22/14 16:57,5/29/14 12:06,1/21/14,0,lb,0,0,0,in,TRUE,11,680,2,,"<p>American Crafts-Life Project Colecci—n: Kit Core. Vida del Proyecto es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin cola, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, adem‡s de recuerdos, que va a crecer m‡s profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera p‡gina (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho œltimas cartas p‡gina (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de t’tulo de 4x6 pulgadas. Edici—n: Honey. Gratuita y de calidad y archivo de ‡cido. Importada.</p>
","kit, basico, miel","kit, basico, miel",5,0,,337,,1,TRUE,1
67,Tape Basico - Pebbles - Negro,tapes,,6.46247E+11,,,,,,6,Basic-tape-black,,646247472066.jpg,yes,175.89,0,1/22/14 17:01,1/24/14 12:39,1/21/14,0,lb,0,0,0,in,TRUE,11,656,2,,"<p>American Crafts-Basics Washi Tape. Esta cinta viene en varios colores y dise–os, y se ven muy bien con cualquier proyecto de papel. Este paquete contiene dos rollos de 21 yardas de cinta. Dise–o: Negro. Importada.</p>
","tape, basico, pebbles, negro","tape, basico, pebbles, negro",5,0,,,,1,TRUE,1
68,PL Album - Lluvia,,,7.18814E+11,,,,,,2,pl 12x12 albums-cloth- rain,,718813802017.jpg,yes,1187,0,1/22/14 17:25,4/29/14 13:41,1/21/14,0,lb,0,0,0,in,FALSE,11,272,2,,"<p>American Crafts-Life Project Cloth D-Ring ‡lbum. Robusto y vers‡til; estos ‡lbumes de tela tienen una construcci—n de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un ‡lbum de 12x12 dise–os pulgadas; un sobre almacenamiento y diez p‡ginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos dise–os). çcido fuerte gratuita y de archivo. Disponible en una variedad de dise–os, cada uno se vende por separado. Importada.</p>
","album, albumes, lluvia","album, albumes, lluvia",5,0,,"139,140",,1,TRUE,1
69,PL Heritage,"kits-rie,project-life",,7.18814E+11,,,,,,3,PL-Heritage 12x12 Ppr col kite,,718813801782.jpg,yes,627.55,0,1/24/14 12:49,4/21/14 7:17,1/23/14,0,lb,0,0,0,in,TRUE,11,693,2,,"<p>Papel AMERICAN Dise–ador ARTESANêA-Proyecto Pack Collection. No hay nada m‡s hermoso que los papeles coordinados para su elaboraci—n de papel proyectos! Este paquete contiene veinticuatro 12x12 documentos a doble cara de dise–o. Dise–o: Heritage Edition. Importada.</p>
","heritage, pl","heritage, pl",5,0,,,,1,TRUE,1
70,PL Album Girasol,,,7.18814E+11,,,,,,0,PL-12X12 Albums-cloth Snflwer,,718813800600.jpeg,yes,1017,0,1/24/14 12:54,5/29/14 11:59,1/23/14,0,lb,0,0,0,in,FALSE,11,573,2,,"<p>American Crafts-Life Project Cloth D-Ring ‡lbum. Robusto y vers‡til; estos ‡lbumes de tela tienen una construcci—n de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un ‡lbum de 12x12 dise–os pulgadas; un sobre almacenamiento y diez p‡ginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos dise–os). çcido fuerte gratuita y de archivo. Disponible en una variedad de dise–os, cada uno se vende por separado. Importada.</p>
","album, girasol","album, girasol",5,0,,,,1,TRUE,1
71,çlbum de Tela de Dise–ador Edici—n Honey,67,,7.18814E+11,,,,,,2,Proyect Life-Binder-Honey,,718813800518.jpg,yes,1080,0,1/24/14 12:58,5/30/14 11:01,1/23/14,0,lb,0,0,0,in,TRUE,11,585,2,,"<p>American Crafts-Life Project Colecci—n: Dise–ador D-Ring ‡lbum Honey Edition. Utilice este colorido ‡lbum para almacenar todas sus fotos y recuerdos especiales! El ‡lbum es de colores brillantes, con un soporte de etiquetas 1-1/4x3-1/4 pulgadas de metal en la columna vertebral, y reforz— las esquinas de metal. El ‡lbum est‡ dise–ado para sostener 12x12 p‡ginas pulgadas. Este paquete contiene un ‡lbum 15x13x2-3/4 pulgadas. Color: Rojo y rosa. çcido fuerte gratuita y de archivo. Importada.</p>
",çlbum de Tela de Dise–ador Edici—n Honey,çlbum de Tela de Dise–ador Edici—n Honey,5,0,,,,1,TRUE,1
72,PL 12X12 Albums - Cloth Blush,,,7.18814E+11,,,,,,1,PL 12X12 Albums-rubor,American Crafts,718813801959.jpg,yes,1187,0,1/24/14 13:03,4/29/14 13:40,1/23/14,0,lb,0,0,0,in,FALSE,11,347,2,,"<p>American Crafts-Life Project Cloth D-Ring ‡lbum. Robusto y vers‡til; estos ‡lbumes de tela tienen una construcci—n de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un ‡lbum de 12x12 dise–os pulgadas; un sobre almacenamiento y diez p‡ginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos dise–os). çcido fuerte gratuita y de archivo. Disponible en una variedad de dise–os, cada uno se vende por separado. Importada.</p>
","album, cloth, blush","album, cloth, blush",5,0,,,,1,TRUE,1
73,Pl Album Blanco Leather,,,7.18814E+11,,,,,,0,Proyect life  Leather Album- Write,,718813801010.jpeg,yes,1088,0,1/24/14 13:07,5/28/14 6:13,1/23/14,0,lb,0,0,0,in,FALSE,11,555,2,,"<p>American Crafts-Life Project Colecci—n: cuero de imitaci—n D-Ring ‡lbum. Vida del Proyecto es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin cola, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Par este disco con otros productos de la vida del proyecto, incluyendo el kit b‡sico; protectores de p‡gina; cartas de bolsillo, tarjetas de diario, papel y mucho m‡s para crear un proyecto hermoso y divertido! El ‡lbum ha enganchar enclavamiento libre D-rings, hecho de cuero de imitaci—n; encaja p‡ginas 12x12 pulgadas, cuenta con un soporte de metal de la etiqueta en el lomo y se ha reforzado con esquinas de metal. Este paquete contiene un ‡lbum de 13x15x3 pulgadas con una p‡gina sobre de almacenamiento y diez p‡ginas de alta claridad de las fotos de bolsillo (cinco Dise–o A y cinco p‡ginas de bolsillo de 12x12 pulgadas). Color: Blanco. Gratuita y de calidad y archivo de ‡cido. Importada.</p>
","album, blanco, leather","album, blanco leather",5,0,,"97,117",,1,TRUE,1
74,Pl Kit Edicion Rubor ,kits-rie,,7.18814E+11,,,,,,0,Core kit blush Edition ,,718813800419.jpeg,yes,1050.84,0,1/24/14 13:21,4/15/14 7:14,1/23/14,0,lb,0,0,0,in,FALSE,11,113,2,,"<p>American Crafts-Life Project Colecci—n: Kit Core. Vida del Proyecto es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin cola, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, adem‡s de recuerdos, que va a crecer m‡s profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera p‡gina (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho œltimas cartas p‡gina (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de t’tulo de 4x6 pulgadas. Edici—n: Blush. Gratuita y de calidad y archivo de ‡cido. Importada.</p>
","kit, edicion, rubor","kit, edicion, rubor",5,0,,336,,1,TRUE,1
75,PL Kit Edicion Canela,project-life,,7.18814E+11,,,,,,3,Cinnamon Core Kit,,718813800372.jpeg,yes,1106.55,0,1/24/14 13:24,5/29/14 12:07,1/23/14,0,lb,0,0,0,in,TRUE,11,693,2,,"<p>American Crafts-Life Project Colecci—n: Kit Core. Vida del Proyecto es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin cola, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, adem‡s de recuerdos, que va a crecer m‡s profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera p‡gina (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho œltimas cartas p‡gina (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de t’tulo de 4x6 pulgadas. Edici—n: Canela. Gratuita y de calidad y archivo de ‡cido. Importada.</p>
","kit, edicion, canela","kit, edicion, canela",5,0,,,,1,TRUE,1
76,PL Kit Edicion Media Noche,"kits-rie,project-life",,7.18814E+11,,,,,,3,Midnight Core Kit ,,718813800389.jpeg,yes,1106,0,1/24/14 13:28,4/21/14 7:18,1/23/14,0,lb,0,0,0,in,FALSE,11,116,2,,,"kit, media, noche, edicion, pl","kit, media, noche, edicion, pl",5,0,,,,1,TRUE,1
78,PL Mini Album Rubor,,,7.18814E+11,,,,,,0,mini album-blush,,718813800617.jpeg,yes,730.76,0,1/24/14 13:43,5/28/14 6:14,1/23/14,0,lb,0,0,0,in,FALSE,11,491,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini ‡lbum con todas sus memorias grandes y peque–os! Tiene veinte protectores de p‡gina dividido en el interior y un exterior de piel sint_tica. El ‡lbum tambi_n cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de p‡gina pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un ‡lbum 10-1/2x9-1/4 pulgadas y veinte protectores de p‡gina. Gratuita y de calidad y archivo de ‡cido. Color: Blush. Importada.</p>
","mini, album, rubor, pl","mini, album, rubor, pl",5,0,,,,1,TRUE,1
79,PL Mini Album Media Noche,albumes-6x8,,7.18814E+11,,,,,,1,mini Album-midnight,,718813800563.jpeg,yes,730.76,0,1/24/14 13:48,5/29/14 12:09,1/23/14,0,lb,0,0,0,in,TRUE,11,681,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini ‡lbum con todas sus memorias grandes y peque–os! Tiene veinte protectores de p‡gina dividido en el interior y un exterior de piel sint_tica. El ‡lbum tambi_n cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de p‡gina pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un ‡lbum 10-1/2x9-1/4 pulgadas y veinte protectores de p‡gina. Gratuita y de calidad y archivo de ‡cido. Color: Midnight. Importada.</p>
","mini, album, media, noche","mini, album, media, noche",5,0,,,,1,TRUE,1
80,PL Mini Album Lluvia,,,7.18814E+11,,,,,,2,mini album - rain,,718813800587.jpeg,yes,730.76,0,1/24/14 14:58,5/28/14 6:14,1/23/14,0,lb,0,0,0,in,FALSE,11,518,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini ‡lbum con todas sus memorias grandes y peque–os! Tiene veinte protectores de p‡gina dividido en el interior y un exterior de piel sint_tica. El ‡lbum tambi_n cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de p‡gina pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un ‡lbum 10-1/2x9-1/4 pulgadas y veinte protectores de p‡gina. Gratuita y de calidad y archivo de ‡cido. Color: Lluvia. Importada.</p>
","mini, album, lluvia","mini, album, lluvia",5,0,,,,1,TRUE,1
81,PL Mini Album Girasol,albumes-6x8,,7.18814E+11,,,,,,1,mini albun-sunflower,,718813800600.jpeg,yes,730.76,0,1/24/14 15:05,5/29/14 12:08,1/23/14,0,lb,0,0,0,in,TRUE,11,760,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini ‡lbum con todas sus memorias grandes y peque–os! Tiene veinte protectores de p‡gina dividido en el interior y un exterior de piel sint_tica. El ‡lbum tambi_n cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de p‡gina pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un ‡lbum 10-1/2x9-1/4 pulgadas y veinte protectores de p‡gina. Gratuita y de calidad y archivo de ‡cido. Color: Sunflower. Importada.</p>
","mini, album, girasol","mini, album, girasol",5,0,,,,1,TRUE,1
82,Pag de Fotos de Bolsillo Grande,photopockets,,7.18814E+11,,,,,,3,photo pocket pages-big variety pack 2,,718813800020.jpeg,yes,1200,0,1/24/14 15:08,1/30/14 18:19,1/23/14,0,lb,0,0,0,in,TRUE,11,837,2,,"<p>American Crafts-Life Project Collection: Fotos de bolsillo P‡ginas: Variety Pack 2. Utilice estas p‡ginas para a–adir sus fotos personales y recuerdos! Perfecto para usar con su ‡lbum favorito de vida del proyecto. Encajan en la mayor’a de 3-Ring ‡lbumes 12x12 pulgadas. Este paquete contiene cuarenta p‡ginas de bolsillo de dise–o una foto y veinte p‡ginas de bolsillo de dise–o D.&nbsp;Importada.</p>
","fotos, pag, bolsillo, grande","fotos, pag, bolsillo, grande, photopocket",5,0,,,"photopocket, bolsillo, pagina, hoja, transparente",1,TRUE,1
83,Photopockets Grandes E,photopockets,,7.18814E+11,,,,,,6,photo pocket pages-E,,718813800082.jpg,yes,1295.02,0,1/24/14 15:21,1/30/14 7:49,1/23/14,0,lb,0,0,0,in,TRUE,11,806,2,,"<p>American Crafts-Life Project Collection: PhotoPocket Pages. ÁUtilice estas p‡ginas para a–adir sus fotos personales y recuerdos! Perfecto para usar con su ‡lbum favorito de Project Life. Encajan en la mayor’a de ‡lbumes de<span style=""font-size: 13px;"">&nbsp;3-Anillos</span>&nbsp;12x12 pulgadas. Este paquete contiene doce Dise–o E photopockets de fotos. De calidad y archivo de ‡cido. Importada.</p>
","pag, fotos, bolsillo, grande, photopocket, pocket, hoja, project life, album","pag, fotos, bolsillo, grande, photopocket, pocket, hoja",5,0,,,"photopocket, bolsillo, pagina, hoja, transparente",1,TRUE,1
84,Photopocket Grande K,photopockets,,7.18814E+11,,,,,,12,photo pocket-design K,,718813801546.jpeg,yes,2590.04,0,1/24/14 15:24,1/30/14 18:21,1/23/14,0,lb,0,0,0,in,TRUE,11,829,2,,"<p>American Crafts -&nbsp;<span style=""line-height: 1.6em;"">Colecci—n&nbsp;</span><span style=""line-height: 1.6em;"">Life Project: Protectores de p‡ginas. ÁProject Life&nbsp;es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin pegamento, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Este paquete contiene doce protectores de p‡gina de pl‡stico dise–ados para caber en un ‡lbum de 12x12 pulgadas. Dise–o K. &nbsp;De calidad. Importada.</span></p>
","Fotos, bolsillo, grande","Fotos, bolsillo, grande, photopocket, pagina, ",5,0,,,"photopocket, bolsillo, pagina, hoja, transparente",1,TRUE,1
85,Pl Kit Edicion Pizarra,project-life,,7.18814E+11,,,,,,3,PL-slate core kit,,718813801225.jpg,yes,1050.84,0,1/24/14 15:33,5/29/14 12:08,1/23/14,0,lb,0,0,0,in,TRUE,11,414,2,,"<p>American Crafts-Life Project Core Kit: Pizarra Edition. Esta es la manera r‡pida y f‡cil al libro de recuerdos! No hay t_cnicas; sin cola, sin destacar sobre el dise–o. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Este kit contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta plegables tarjetas de diario, ocho tarjetas de primera p‡gina (cuatro tarjetas de 4x6 pulgadas y cuatro tarjetas de 3x4 pulgadas), ocho œltimas cartas p‡gina (cuatro tarjetas de 4x6 pulgadas y cuatro tarjetas de 3x4 pulgadas) y sesenta y 4x6 tarjetas de t’tulo pulgadas. Libre de ‡cido. Importada.</p>
","kit, edicion, pizarra","kit, edicion, pizarra",5,0,,336,,1,TRUE,1
86,PL Divisores Edicion Pizarra,"project-life,accesorios-project-life",,7.18814E+11,,,,,,2,Pl-slate Designer Dividers,,718813801232.jpg,yes,341.92,0,1/24/14 15:37,5/29/14 12:06,1/23/14,0,lb,0,0,0,in,TRUE,11,922,2,,"<p>American Crafts-Proyecto divisores de Dise–adores de Vida. Utilice estos divisores lindo para decorar tu ‡lbum y dividir las secciones de organizaci—n œtil! Se adaptan a la mayor’a de los ‡lbumes pulgadas 12X12. Este paquete contiene doce divisiones de ancho tres pulgadas y catorce etiquetas blancas. Libre de ‡cido. Dise–o: Pizarra Edition. Importada.</p>
","divisores, edicion, pizarra","divisores, edicion, pizarra",5,0,,,,1,TRUE,1
87,Pl Tarjetas Edicion Pizarra 3x4,accesorios-project-life,,7.18814E+11,,,,,,1,PL-3X4 text crdstck slate Ed,,718813801263.jpg,yes,384.66,0,1/24/14 15:42,5/29/14 12:18,1/23/14,0,lb,0,0,0,in,TRUE,11,339,2,,"<p>American Crafts-Life Project textura de papel de tarjetas. Estas peque–as tarjetas est‡n dise–ados para ir en Life Project Foto Pocket Pages y son un gran fondo para peque–as fotos y recuerdos! Este paquete contiene sesenta cartas 3X4 pulgadas (diez cada uno de los seis colores). Dise–o: Pizarra Edition. Gratuita y de calidad y archivo de ‡cido. Importada.</p>
","tarjetas, edicion, pizarra","tarjetas, edicion, pizarra",5,0,,,,1,TRUE,1
