product_id,name,categories,sku,upc,ean,jan,isbn,mpn,location,quantity,model,manufacturer,image_name,"requires
shipping",price,points,date_added,date_modified,date_available,weight,unit,length,width,height,"length
unit","status
enabled",tax_class_id,viewed,language_id,seo_keyword,description,meta_description,meta_keywords,stock_status_id,store_ids,layout,related_ids,tags,sort_order,subtract,minimum
61,PL Album - Negro,,,718813801904,,,,,,1,PL 12x12 Albums-cloth Black,,data/718813801904.jpg,yes,1187.00,0,2014-01-22 16:31:34,2014-04-29 13:41:56,2014-01-21,0.00,lb,0,0,0,in,false,11,212,2,,"<p><span style=""font-size: 13px;"">American Crafts-Life Project Cloth D-Ring álbum. Robusto y versátil; estos álbumes de tela tienen una construcción de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un álbum de 12x12 diseños pulgadas; un sobre almacenamiento y diez páginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos diseños). Ácido fuerte gratuita y de archivo. Disponible en una variedad de diseños, cada uno se vende por separado. Importada.</span></p>
","album, negro","album, negro",5,0,,,,1,true,1
62,PL Album Elegado,,,718813801799,,,,,,1,PL-Heritage Album,,data/718813801799.jpg,yes,1207.00,0,2014-01-22 16:35:15,2014-04-15 07:11:29,2014-01-21,0.00,lb,0,0,0,in,true,11,611,2,,"<p>American Crafts-Life Project Collection: D-Ring álbum. Utilice este fantástico álbum para almacenar todas sus fotos especiales y recuerdos de la familia! El álbum está diseñado para sostener 12x12 páginas pulgadas, ha reforzado las esquinas de metal; tiene un anillo en D enclavamiento-gancho-libre y cuenta con un soporte de metal de la etiqueta en el lomo. Este paquete contiene un álbum 15x13x2-3/4 pulgadas. Seguros y libres de ácidos y de archivo. Diseño: Heritage Edition. Importada.</p>
","Album, elegado","Album, elegado",5,0,,,,1,true,1
63,PL Kit Basico - Elegado,65,,718813801768,,,,,,3,PL-Heritage core kit,,data/718813801768.jpg,yes,1106.00,0,2014-01-22 16:38:27,2014-05-29 12:07:07,2014-01-21,0.00,lb,0,0,0,in,true,11,684,2,,"<p>American Crafts-Life Project Colección: Kit Core. Vida del Proyecto es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin cola, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, además de recuerdos, que va a crecer más profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera página (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho últimas cartas página (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de título de 4x6 pulgadas. Edición: Heritage Edition. Gratuita y de calidad y archivo de ácido. Importada.</p>
","kit, elegado, basico","kit, elegado, basico",5,0,,,,1,true,1
66,PL Kit  Basico - Miel,65,,718813800396,,,,,,3,Project life-core kit- honey,,data/718813800396.jpg,yes,1050.84,0,2014-01-22 16:57:41,2014-05-29 12:06:55,2014-01-21,0.00,lb,0,0,0,in,true,11,680,2,,"<p>American Crafts-Life Project Colección: Kit Core. Vida del Proyecto es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin cola, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, además de recuerdos, que va a crecer más profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera página (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho últimas cartas página (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de título de 4x6 pulgadas. Edición: Honey. Gratuita y de calidad y archivo de ácido. Importada.</p>
","kit, basico, miel","kit, basico, miel",5,0,,337,,1,true,1
67,Tape Basico - Pebbles - Negro,60,,646247472066,,,,,,6,Basic-tape-black,,data/646247472066.jpg,yes,175.89,0,2014-01-22 17:01:54,2014-01-24 12:39:08,2014-01-21,0.00,lb,0,0,0,in,true,11,656,2,,"<p>American Crafts-Basics Washi Tape. Esta cinta viene en varios colores y diseños, y se ven muy bien con cualquier proyecto de papel. Este paquete contiene dos rollos de 21 yardas de cinta. Diseño: Negro. Importada.</p>
","tape, basico, pebbles, negro","tape, basico, pebbles, negro",5,0,,,,1,true,1
68,PL Album - Lluvia,,,718813802017,,,,,,2,pl 12x12 albums-cloth- rain,,data/718813802017.jpg,yes,1187.00,0,2014-01-22 17:25:08,2014-04-29 13:41:19,2014-01-21,0.00,lb,0,0,0,in,false,11,272,2,,"<p>American Crafts-Life Project Cloth D-Ring álbum. Robusto y versátil; estos álbumes de tela tienen una construcción de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un álbum de 12x12 diseños pulgadas; un sobre almacenamiento y diez páginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos diseños). Ácido fuerte gratuita y de archivo. Disponible en una variedad de diseños, cada uno se vende por separado. Importada.</p>
","album, albumes, lluvia","album, albumes, lluvia",5,0,,"139,140",,1,true,1
69,PL Heritage,"64,65",,718813801782,,,,,,3,PL-Heritage 12x12 Ppr col kite,,data/718813801782.jpg,yes,627.55,0,2014-01-24 12:49:12,2014-04-21 07:17:35,2014-01-23,0.00,lb,0,0,0,in,true,11,693,2,,"<p>Papel AMERICAN Diseñador ARTESANÍA-Proyecto Pack Collection. No hay nada más hermoso que los papeles coordinados para su elaboración de papel proyectos! Este paquete contiene veinticuatro 12x12 documentos a doble cara de diseño. Diseño: Heritage Edition. Importada.</p>
","heritage, pl","heritage, pl",5,0,,,,1,true,1
70,PL Album Girasol,,,718813801980,,,,,,0,PL-12X12 Albums-cloth Snflwer,,data/718813800600.jpeg,yes,1017.00,0,2014-01-24 12:54:47,2014-05-29 11:59:23,2014-01-23,0.00,lb,0,0,0,in,false,11,573,2,,"<p>American Crafts-Life Project Cloth D-Ring álbum. Robusto y versátil; estos álbumes de tela tienen una construcción de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un álbum de 12x12 diseños pulgadas; un sobre almacenamiento y diez páginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos diseños). Ácido fuerte gratuita y de archivo. Disponible en una variedad de diseños, cada uno se vende por separado. Importada.</p>
","album, girasol","album, girasol",5,0,,,,1,true,1
71,Álbum de Tela de Diseñador Edición Honey,67,,718813800518,,,,,,2,Proyect Life-Binder-Honey,,data/718813800518.jpg,yes,1080.00,0,2014-01-24 12:58:42,2014-05-30 11:01:00,2014-01-23,0.00,lb,0,0,0,in,true,11,585,2,,"<p>American Crafts-Life Project Colección: Diseñador D-Ring álbum Honey Edition. Utilice este colorido álbum para almacenar todas sus fotos y recuerdos especiales! El álbum es de colores brillantes, con un soporte de etiquetas 1-1/4x3-1/4 pulgadas de metal en la columna vertebral, y reforzó las esquinas de metal. El álbum está diseñado para sostener 12x12 páginas pulgadas. Este paquete contiene un álbum 15x13x2-3/4 pulgadas. Color: Rojo y rosa. Ácido fuerte gratuita y de archivo. Importada.</p>
",Álbum de Tela de Diseñador Edición Honey,Álbum de Tela de Diseñador Edición Honey,5,0,,,,1,true,1
72,PL 12X12 Albums - Cloth Blush,,,718813801959,,,,,,1,PL 12X12 Albums-rubor,American Crafts,data/718813801959.jpg,yes,1187.00,0,2014-01-24 13:03:00,2014-04-29 13:40:22,2014-01-23,0.00,lb,0,0,0,in,false,11,347,2,,"<p>American Crafts-Life Project Cloth D-Ring álbum. Robusto y versátil; estos álbumes de tela tienen una construcción de alta calidad. El mecanismo aglutinante anillo D se seguro; anillos que no se deshaga de enclavamiento. Este paquete contiene un álbum de 12x12 diseños pulgadas; un sobre almacenamiento y diez páginas de alta claridad de las fotos de bolsillo (cinco cada uno de los dos diseños). Ácido fuerte gratuita y de archivo. Disponible en una variedad de diseños, cada uno se vende por separado. Importada.</p>
","album, cloth, blush","album, cloth, blush",5,0,,,,1,true,1
73,Pl Album Blanco Leather,,,718813801010,,,,,,0,Proyect life  Leather Album- Write,,data/718813801010.jpeg,yes,1088.00,0,2014-01-24 13:07:41,2014-05-28 06:13:48,2014-01-23,0.00,lb,0,0,0,in,false,11,555,2,,"<p>American Crafts-Life Project Colección: cuero de imitación D-Ring álbum. Vida del Proyecto es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin cola, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Par este disco con otros productos de la vida del proyecto, incluyendo el kit básico; protectores de página; cartas de bolsillo, tarjetas de diario, papel y mucho más para crear un proyecto hermoso y divertido! El álbum ha enganchar enclavamiento libre D-rings, hecho de cuero de imitación; encaja páginas 12x12 pulgadas, cuenta con un soporte de metal de la etiqueta en el lomo y se ha reforzado con esquinas de metal. Este paquete contiene un álbum de 13x15x3 pulgadas con una página sobre de almacenamiento y diez páginas de alta claridad de las fotos de bolsillo (cinco Diseño A y cinco páginas de bolsillo de 12x12 pulgadas). Color: Blanco. Gratuita y de calidad y archivo de ácido. Importada.</p>
","album, blanco, leather","album, blanco leather",5,0,,"97,117",,1,true,1
74,Pl Kit Edicion Rubor ,64,,718813800419,,,,,,0,Core kit blush Edition ,,data/718813800419.jpeg,yes,1050.84,0,2014-01-24 13:21:14,2014-04-15 07:14:49,2014-01-23,0.00,lb,0,0,0,in,false,11,113,2,,"<p>American Crafts-Life Project Colección: Kit Core. Vida del Proyecto es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin cola, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, además de recuerdos, que va a crecer más profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera página (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho últimas cartas página (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de título de 4x6 pulgadas. Edición: Blush. Gratuita y de calidad y archivo de ácido. Importada.</p>
","kit, edicion, rubor","kit, edicion, rubor",5,0,,336,,1,true,1
75,PL Kit Edicion Canela,65,,718813800372,,,,,,3,Cinnamon Core Kit,,data/718813800372.jpeg,yes,1106.55,0,2014-01-24 13:24:04,2014-05-29 12:07:41,2014-01-23,0.00,lb,0,0,0,in,true,11,693,2,,"<p>American Crafts-Life Project Colección: Kit Core. Vida del Proyecto es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin cola, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Las piezas de este kit se hacen para trabajar juntos para su conveniencia. A medida que agrega fotos, historias, además de recuerdos, que va a crecer más profundamente consciente de las bendiciones de la vida. Este paquete contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta cartas en diario de doble hoja, ocho tarjetas de primera página (cuatro pulgadas 4x6 y cuatro de 3/4 de pulgada), ocho últimas cartas página (cuatro 4/6 pulgadas y cuatro de 3/4 de pulgada) y sesenta tarjetas de título de 4x6 pulgadas. Edición: Canela. Gratuita y de calidad y archivo de ácido. Importada.</p>
","kit, edicion, canela","kit, edicion, canela",5,0,,,,1,true,1
76,PL Kit Edicion Media Noche,"64,65",,718813800389,,,,,,3,Midnight Core Kit ,,data/718813800389.jpeg,yes,1106.00,0,2014-01-24 13:28:06,2014-04-21 07:18:37,2014-01-23,0.00,lb,0,0,0,in,false,11,116,2,,,"kit, media, noche, edicion, pl","kit, media, noche, edicion, pl",5,0,,,,1,true,1
78,PL Mini Album Rubor,,,718813800617,,,,,,0,mini album-blush,,data/718813800617.jpeg,yes,730.76,0,2014-01-24 13:43:08,2014-05-28 06:14:48,2014-01-23,0.00,lb,0,0,0,in,false,11,491,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini álbum con todas sus memorias grandes y pequeños! Tiene veinte protectores de página dividido en el interior y un exterior de piel sintética. El álbum también cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de página pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un álbum 10-1/2x9-1/4 pulgadas y veinte protectores de página. Gratuita y de calidad y archivo de ácido. Color: Blush. Importada.</p>
","mini, album, rubor, pl","mini, album, rubor, pl",5,0,,,,1,true,1
79,PL Mini Album Media Noche,78,,718813800563,,,,,,1,mini Album-midnight,,data/718813800563.jpeg,yes,730.76,0,2014-01-24 13:48:03,2014-05-29 12:09:06,2014-01-23,0.00,lb,0,0,0,in,true,11,681,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini álbum con todas sus memorias grandes y pequeños! Tiene veinte protectores de página dividido en el interior y un exterior de piel sintética. El álbum también cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de página pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un álbum 10-1/2x9-1/4 pulgadas y veinte protectores de página. Gratuita y de calidad y archivo de ácido. Color: Midnight. Importada.</p>
","mini, album, media, noche","mini, album, media, noche",5,0,,,,1,true,1
80,PL Mini Album Lluvia,,,718813800587,,,,,,2,mini album - rain,,data/718813800587.jpeg,yes,730.76,0,2014-01-24 14:58:54,2014-05-28 06:14:28,2014-01-23,0.00,lb,0,0,0,in,false,11,518,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini álbum con todas sus memorias grandes y pequeños! Tiene veinte protectores de página dividido en el interior y un exterior de piel sintética. El álbum también cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de página pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un álbum 10-1/2x9-1/4 pulgadas y veinte protectores de página. Gratuita y de calidad y archivo de ácido. Color: Lluvia. Importada.</p>
","mini, album, lluvia","mini, album, lluvia",5,0,,,,1,true,1
81,PL Mini Album Girasol,78,,718813800600,,,,,,1,mini albun-sunflower,,data/718813800600.jpeg,yes,730.76,0,2014-01-24 15:05:28,2014-05-29 12:08:55,2014-01-23,0.00,lb,0,0,0,in,true,11,760,2,,"<p>American Crafts-Life Project Mini Album. Usted puede embalar este mini álbum con todas sus memorias grandes y pequeños! Tiene veinte protectores de página dividido en el interior y un exterior de piel sintética. El álbum también cuenta con una ventana del frente para una foto muy especial 3x4 pulgadas. Los protectores de página pueden contener ochenta 4x6 fotos y ochenta fotos 3x4. Este paquete contiene un álbum 10-1/2x9-1/4 pulgadas y veinte protectores de página. Gratuita y de calidad y archivo de ácido. Color: Sunflower. Importada.</p>
","mini, album, girasol","mini, album, girasol",5,0,,,,1,true,1
82,Pag de Fotos de Bolsillo Grande,68,,718813800020,,,,,,3,photo pocket pages-big variety pack 2,,data/718813800020.jpeg,yes,1200.00,0,2014-01-24 15:08:30,2014-01-30 18:19:16,2014-01-23,0.00,lb,0,0,0,in,true,11,837,2,,"<p>American Crafts-Life Project Collection: Fotos de bolsillo Páginas: Variety Pack 2. Utilice estas páginas para añadir sus fotos personales y recuerdos! Perfecto para usar con su álbum favorito de vida del proyecto. Encajan en la mayoría de 3-Ring álbumes 12x12 pulgadas. Este paquete contiene cuarenta páginas de bolsillo de diseño una foto y veinte páginas de bolsillo de diseño D.&nbsp;Importada.</p>
","fotos, pag, bolsillo, grande","fotos, pag, bolsillo, grande, photopocket",5,0,,,"photopocket, bolsillo, pagina, hoja, transparente",1,true,1
83,Photopockets Grandes E,68,,718813800082,,,,,,6,photo pocket pages-E,,data/718813800082.jpg,yes,1295.02,0,2014-01-24 15:21:08,2014-01-30 07:49:42,2014-01-23,0.00,lb,0,0,0,in,true,11,806,2,,"<p>American Crafts-Life Project Collection: PhotoPocket Pages. ¡Utilice estas páginas para añadir sus fotos personales y recuerdos! Perfecto para usar con su álbum favorito de Project Life. Encajan en la mayoría de álbumes de<span style=""font-size: 13px;"">&nbsp;3-Anillos</span>&nbsp;12x12 pulgadas. Este paquete contiene doce Diseño E photopockets de fotos. De calidad y archivo de ácido. Importada.</p>
","pag, fotos, bolsillo, grande, photopocket, pocket, hoja, project life, album","pag, fotos, bolsillo, grande, photopocket, pocket, hoja",5,0,,,"photopocket, bolsillo, pagina, hoja, transparente",1,true,1
84,Photopocket Grande K,68,,718813801546,,,,,,12,photo pocket-design K,,data/718813801546.jpeg,yes,2590.04,0,2014-01-24 15:24:57,2014-01-30 18:21:20,2014-01-23,0.00,lb,0,0,0,in,true,11,829,2,,"<p>American Crafts -&nbsp;<span style=""line-height: 1.6em;"">Colección&nbsp;</span><span style=""line-height: 1.6em;"">Life Project: Protectores de páginas. ¡Project Life&nbsp;es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin pegamento, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Este paquete contiene doce protectores de página de plástico diseñados para caber en un álbum de 12x12 pulgadas. Diseño K. &nbsp;De calidad. Importada.</span></p>
","Fotos, bolsillo, grande","Fotos, bolsillo, grande, photopocket, pagina, ",5,0,,,"photopocket, bolsillo, pagina, hoja, transparente",1,true,1
85,Pl Kit Edicion Pizarra,65,,718813801225,,,,,,3,PL-slate core kit,,data/718813801225.jpg,yes,1050.84,0,2014-01-24 15:33:22,2014-05-29 12:08:00,2014-01-23,0.00,lb,0,0,0,in,true,11,414,2,,"<p>American Crafts-Life Project Core Kit: Pizarra Edition. Esta es la manera rápida y fácil al libro de recuerdos! No hay técnicas; sin cola, sin destacar sobre el diseño. Se trata de simplificar el proceso de la memoria de mantenimiento para ahorrar tiempo y molestias. Este kit contiene 500 tarjetas 3x4 pulgadas en diario; cuarenta plegables tarjetas de diario, ocho tarjetas de primera página (cuatro tarjetas de 4x6 pulgadas y cuatro tarjetas de 3x4 pulgadas), ocho últimas cartas página (cuatro tarjetas de 4x6 pulgadas y cuatro tarjetas de 3x4 pulgadas) y sesenta y 4x6 tarjetas de título pulgadas. Libre de ácido. Importada.</p>
","kit, edicion, pizarra","kit, edicion, pizarra",5,0,,336,,1,true,1
86,PL Divisores Edicion Pizarra,"65,87",,718813801232,,,,,,2,Pl-slate Designer Dividers,,data/718813801232.jpg,yes,341.92,0,2014-01-24 15:37:03,2014-05-29 12:06:29,2014-01-23,0.00,lb,0,0,0,in,true,11,922,2,,"<p>American Crafts-Proyecto divisores de Diseñadores de Vida. Utilice estos divisores lindo para decorar tu álbum y dividir las secciones de organización útil! Se adaptan a la mayoría de los álbumes pulgadas 12X12. Este paquete contiene doce divisiones de ancho tres pulgadas y catorce etiquetas blancas. Libre de ácido. Diseño: Pizarra Edition. Importada.</p>
","divisores, edicion, pizarra","divisores, edicion, pizarra",5,0,,,,1,true,1
87,Pl Tarjetas Edicion Pizarra 3x4,91,,718813801263,,,,,,1,PL-3X4 text crdstck slate Ed,,data/718813801263.jpg,yes,384.66,0,2014-01-24 15:42:41,2014-05-29 12:18:24,2014-01-23,0.00,lb,0,0,0,in,true,11,339,2,,"<p>American Crafts-Life Project textura de papel de tarjetas. Estas pequeñas tarjetas están diseñados para ir en Life Project Foto Pocket Pages y son un gran fondo para pequeñas fotos y recuerdos! Este paquete contiene sesenta cartas 3X4 pulgadas (diez cada uno de los seis colores). Diseño: Pizarra Edition. Gratuita y de calidad y archivo de ácido. Importada.</p>
","tarjetas, edicion, pizarra","tarjetas, edicion, pizarra",5,0,,,,1,true,1
88,Pl Tarjetas Edicion Pizarra 4x6,65,,718813801270,,,,,,3,PL-4x6 text crdstck slate Ed,,data/718813801270.jpg,yes,576.99,0,2014-01-24 16:22:12,2014-05-29 12:18:02,2014-01-23,0.00,lb,0,0,0,in,false,11,311,2,,"<p>American Crafts-Life Project textura de papel de tarjetas. Estas pequeñas tarjetas están diseñados para ir en Life Project Foto Pocket Pages y son un gran fondo para pequeñas fotos y recuerdos! Este paquete contiene sesenta cartas de 4x6 pulgadas (diez cada uno de los seis colores). Diseño: Pizarra Edition. Gratuita y de calidad y archivo de ácido. Importada.</p>
","tarjetas, edicion, pizarra","tarjetas, edicion, pizarra",5,0,,,,1,true,1
89,Pl Mini kit Alegre Y Brillante,94,,718813802147,,,,,,2,PL-merry&amp; bright mini kit ,,data/718813802147.jpg,yes,530.00,0,2014-01-24 16:26:21,2014-05-29 12:09:32,2014-01-23,0.00,lb,0,0,0,in,true,11,783,2,,"<p>American Crafts-Life Project Colección: Mini Kit. Añadir un poco de color y palabras a todos tus álbumes con este mini kit de registro en diario y título tarjetas! Este paquete contiene diez tarjetas de título de 4x6 pulgadas, diez tarjetas de diario de 4x6 pulgadas y tarjetas de diario ochenta y 3/4 pulgadas. Diseño: Feliz y brillante. Gratuita y de calidad y archivo de ácido. Importada.</p>
","mini, kit, alegre, brillante","mini, kit, alegre, brillante",5,0,,,,1,true,1
